Id,Count
0,17.731504258106966
1,10.839433654399208
2,14.055473758486734
3,24.56492511106148
4,24.52030541916089
5,10.022104043895578
6,12.412897861731533
7,16.70663525115337
8,10.204386893743848
9,13.14607865806024
10,21.789806688920947
11,22.579779965856257
12,10.318500334325446
13,11.561375229295214
14,15.435150734569579
15,10.11026890166642
16,12.338622874808266
17,21.950482193715523
18,22.78188889637277
19,9.187433022510472
20,11.250294687090836
21,15.222693252691496
22,9.691000713170293
23,12.256895867029053
24,21.51042084500427
25,21.924891776917526
26,8.268862093761275
27,10.467041512761629
28,15.218831214752536
29,9.330227144652557
30,24.77370178000528
31,18.95776611963879
32,23.195640568267763
33,65.56169621913564
34,62.80818776725966
35,27.481332713634394
36,24.286675069292954
37,22.306120227302387
38,15.572129828443657
39,22.585072076548595
40,64.01007850547481
41,60.47392173784539
42,31.0231719416375
43,25.952671901164177
44,19.11345580545468
45,14.50756549612531
46,17.715629768952667
47,61.177181219331544
48,56.89863884159074
49,31.975522846477535
50,27.205499062236612
51,16.47465602684411
52,14.750088376535729
53,17.33382589568854
54,58.81812596442731
55,58.97544335686846
56,27.900926449063405
57,21.83434109107551
58,15.321781096493108
59,12.95053156179125
60,14.922629698719941
61,19.17055997102873
62,17.537887444606625
63,42.81508921990987
64,42.553682373238686
65,20.76916192162922
66,18.78344819901607
67,13.99161369086362
68,17.63974432287332
69,15.7226295689449
70,41.28931269767663
71,41.14830282869048
72,20.442014784727174
73,18.827346492214204
74,11.853415423747673
75,16.139781331159945
76,15.269168545257113
77,41.03381082265825
78,41.57068835872144
79,20.113152058890428
80,16.79422573037955
81,10.081465439972359
82,14.248390197406234
83,14.456429854951871
84,39.61852574763938
85,40.79263245053865
86,19.060293005889616
87,15.6059054284705
88,9.112833863267353
89,13.115658318404824
90,43.004868533926114
91,47.025276526799246
92,49.88150132287176
93,143.40062714449525
94,142.045589842851
95,50.636281206460495
96,52.43246101175986
97,37.755641778558214
98,49.37031867112306
99,53.485067290660055
100,131.34017018799335
101,141.94204694211547
102,50.32900395476227
103,65.28652722450835
104,45.41205186050361
105,50.3041161187282
106,51.87641814418007
107,126.23136243898105
108,123.2432720081954
109,44.53659376815139
110,57.277890235399504
111,44.507549920761704
112,46.11728019306115
113,48.04386822039746
114,136.9639812353409
115,131.09472329602633
116,46.77593038035951
117,48.17919292917995
118,34.95686718091357
119,46.139825357103796
120,6.139346010031564
121,3.039838714596989
122,2.278601049660382
123,13.039385242103881
124,14.815315150374165
125,5.57097798950214
126,5.821035058618838
127,3.658269178665128
128,0.1536862393780205
129,2.9451042671689476
130,8.378570472394744
131,13.06687959859643
132,2.903318124257366
133,2.182690177370051
134,2.089619323834211
135,0.0
136,0.7644250652607338
137,11.400936921687414
138,15.922472904437182
139,3.3983801859057063
140,2.1401951079824766
141,0.9937114090044241
142,0.0
143,0.0
144,10.418862314711607
145,13.504077157916008
146,2.2557259998521424
147,2.100603924315416
148,0.05558861467525622
149,0.0
150,29.783144308743037
151,24.282600360953737
152,34.062556859164566
153,50.85839259478447
154,49.18943454011452
155,31.423176933910213
156,28.946097906913785
157,27.822756396427202
158,25.958809869892328
159,31.738212531195217
160,50.47618115672187
161,50.7796867642035
162,32.13618137881314
